label,point_count,center,number_candidates
2213,9177,[6697  845],"[(6695, 6750, 821, 890)]"
2214,5554,[6711 1767],"[(6702, 6753, 1711, 1782)]"
2216,16325,[6829 2508],"[(6842, 6897, 2453, 2529)]"
2217,3304,[6671  240],"[(6632, 6686, 215, 279)]"
2218,26895,[6764 1291],"[(6733, 6788, 1281, 1358)]"
2220,1847,[6658 2627],"[(6632, 6683, 2599, 2656)]"
2221,56376,[6825  751],"[(6791, 6846, 664, 727)]"
2222,1815,[6668 5502],[]
2223,6758,[6728 1452],"[(6693, 6748, 1427, 1479)]"
2225,10707,[6712 1857],"[(6693, 6748, 1821, 1897)]"
2227,7512,[6691 5828],"[(6664, 6718, 5785, 5848)]"
2229,5224,[6719 1594],"[(6721, 6773, 1541, 1607)]"
2230,54488,[6894 5553],"[(6642, 6696, 5551, 5614)]"
2233,6463,[6699 2038],"[(6682, 6736, 1983, 2058)]"
2234,9531,[6801 2121],"[(6795, 6850, 2085, 2162)]"
2235,8999,[6757 1702],"[(6727, 6782, 1670, 1734)]"
2236,12119,[6804  130],"[(6818, 6870, 60, 126)]"
2240,61797,[7162 6108],"[(6931, 6986, 6140, 6214), (7190, 7244, 6066, 6140)]"
2244,105147,[6939  927],"[(6828, 6883, 949, 1023)]"
2245,26590,[7083 4540],"[(7003, 7058, 4512, 4587)]"
2246,4647,[6773 5156],"[(6734, 6786, 5130, 5184)]"
2247,5528,[6773 2584],"[(6705, 6756, 2562, 2630)]"
2248,2021,[6715 5502],"[(6689, 6742, 5473, 5535)]"
2249,5182,[6783 1263],"[(6741, 6793, 1232, 1293)]"
2250,7659,[6771 1787],"[(6768, 6822, 1745, 1821)]"
2251,7749,[6818 4535],"[(6745, 6800, 4509, 4581)]"
2253,7080,[6785 2011],"[(6759, 6810, 1988, 2059)]"
2254,28480,[6855 1850],"[(6789, 6843, 1852, 1921)]"
2256,9700,[6868 5847],"[(6940, 6994, 5807, 5875)]"
2257,5784,[6780 2156],"[(6731, 6786, 2123, 2199)]"
2258,154097,[7239 5832],"[(7422, 7476, 5820, 5884)]"
2259,3447,[6750 1643],"[(6721, 6776, 1604, 1678)]"
2260,20141,[6920  250],"[(6793, 6848, 219, 293)]"
2261,5347,[6773 2459],"[(6747, 6802, 2401, 2474)]"
2262,3291,[6793 2048],"[(6750, 6788, 2053, 2111)]"
2264,2748,[6783  757],"[(6757, 6811, 728, 783)]"
2265,47656,[7030 1401],"[(6936, 6991, 1406, 1475)]"
2267,8823,[6804 3140],"[(6765, 6820, 3090, 3166)]"
2269,5274,[6816 6298],"[(6760, 6814, 6261, 6324)]"
2276,12046,[6961 2496],"[(6924, 6974, 2469, 2539)]"
2277,2488,[6843 1683],"[(6808, 6858, 1649, 1712)]"
2278,21785,[6928 5337],"[(6950, 7004, 5286, 5360)]"
2279,2980,[6796 3213],"[(6769, 6822, 3177, 3251)]"
2280,30866,[7012 5665],"[(6853, 6907, 5668, 5736)]"
2282,14824,[6894 1602],"[(6890, 6945, 1552, 1628)]"
2285,38634,[7401 4315],"[(7023, 7078, 4226, 4295), (7542, 7597, 4329, 4403)]"
2286,17300,[7149 4570],"[(7186, 7240, 4522, 4595)]"
2289,3187,[6853 1231],"[(6833, 6888, 1205, 1258)]"
2290,8701,[6877 1345],"[(6850, 6905, 1306, 1383)]"
2291,2176,[6834 1805],"[(6810, 6859, 1775, 1835)]"
2292,24598,[6958 1964],"[(6971, 7026, 1859, 1935)]"
2293,3418,[6849  872],"[(6824, 6878, 831, 899)]"
2295,49548,[7158 6251],"[(7192, 7247, 6237, 6300)]"
2299,3900,[6889  204],"[(6861, 6912, 168, 234)]"
2302,23381,[6998 1616],"[(6934, 6988, 1636, 1700)]"
2305,17555,[6997 6079],"[(6958, 7013, 6045, 6119)]"
2306,5614,[6936 3088],"[(6890, 6945, 3055, 3121)]"
2308,52629,[7385 6160],"[(7243, 7298, 6138, 6202)]"
2312,8777,[6967 2007],"[(6899, 6954, 1945, 2022)]"
2313,22166,[7196 5301],"[(7214, 7269, 5279, 5348)]"
2314,5739,[6932 3280],"[(6913, 6967, 3244, 3317)]"
2315,1793,[6898 1656],"[(6873, 6922, 1622, 1693)]"
2316,6070,[6937 1874],"[(6893, 6946, 1860, 1935)]"
2317,4890,[6944 1802],"[(6903, 6951, 1796, 1856)]"
2320,21982,[7149 4685],"[(7081, 7136, 4682, 4746)]"
2322,2306,[6926  681],"[(6904, 6956, 648, 716)]"
2324,23411,[7145 5906],"[(7111, 7166, 5898, 5961)]"
2325,16761,[7189 3971],"[(6967, 7004, 3821, 3878)]"
2327,7790,[7019 2132],"[(7032, 7084, 2116, 2188)]"
2329,13561,[7015 5645],"[(6966, 7021, 5612, 5686)]"
2331,7546,[6957 1259],"[(6927, 6982, 1232, 1295)]"
2332,1667,[6962 1529],"[(6938, 6984, 1506, 1556)]"
2334,9915,[7059 1973],"[(7029, 7083, 1929, 2006)]"
2335,4862,[6996 5397],"[(6954, 7009, 5377, 5440)]"
2337,3784,[7023 4458],"[(7026, 7077, 4429, 4487)]"
2338,13367,[7081  526],"[(7070, 7120, 470, 535)]"
2340,50198,[7332  836],"[(6963, 7018, 901, 970)]"
2343,8574,[7086 1878],"[(7116, 7171, 1901, 1975)]"
2344,15917,[7042  813],"[(6993, 7047, 777, 840)]"
2346,24559,[7152 4096],"[(7189, 7244, 4037, 4114)]"
2348,155374,[7369 4809],"[(7290, 7345, 4781, 4855)]"
2349,6457,[7135 2092],"[(7105, 7155, 2055, 2116)]"
2350,28261,[7164 1839],"[(7029, 7084, 1738, 1813)]"
2352,13123,[7085 5495],"[(7073, 7128, 5453, 5521)]"
2353,4202,[7084 1153],"[(7085, 7140, 1128, 1176)]"
2354,16902,[7204 1139],"[(7184, 7239, 1100, 1174)]"
2355,20692,[7225 2033],"[(7047, 7102, 2007, 2082)]"
2356,19881,[7171 2153],"[(7190, 7245, 2132, 2208)]"
2358,2159,[7021 5196],"[(6994, 7049, 5176, 5219)]"
2360,3698,[7062 1193],"[(7066, 7116, 1173, 1223)]"
2361,107798,[7379  541],"[(7256, 7310, 632, 707)]"
2362,16638,[7156  542],"[(7026, 7080, 532, 596)]"
2363,6910,[7128 2416],"[(7146, 7197, 2364, 2434)]"
2364,1466,[7019 1300],[]
2365,14847,[7091 1231],"[(7012, 7067, 1208, 1284)]"
2367,2971,[7072  599],"[(7055, 7101, 564, 630)]"
2368,12861,[7103  242],"[(7092, 7141, 188, 249)]"
2369,2982,[7053 4015],"[(7028, 7078, 3985, 4049)]"
2370,12180,[7117 5087],"[(7131, 7185, 5029, 5092)]"
2373,10613,[7187  387],"[(7080, 7135, 388, 451)]"
2375,3072,[7054 1718],"[(7027, 7082, 1682, 1751)]"
2377,8446,[7086 1011],"[(7049, 7104, 984, 1059)]"
2379,4575,[7083 1446],"[(7035, 7090, 1421, 1491)]"
2380,27570,[7318  915],"[(7337, 7392, 870, 945)]"
2381,29298,[7224  325],"[(7130, 7184, 230, 298)]"
2383,12794,[7185 6029],"[(7135, 7189, 5988, 6056)]"
2384,1900,[7071 6024],"[(7042, 7094, 5997, 6053)]"
2385,18402,[7170 3811],"[(7082, 7137, 3759, 3835)]"
2386,1357,[7066 1832],[]
2388,9136,[7155  610],"[(7157, 7210, 635, 692)]"
2389,9022,[7129 1501],"[(7146, 7200, 1405, 1468)]"
2390,3823,[7102 2274],"[(7071, 7126, 2245, 2307)]"
2391,3544,[7093 5631],"[(7068, 7123, 5600, 5663)]"
2392,2949,[7124 4906],"[(7105, 7150, 4886, 4929)]"
2397,3970,[7104 1700],"[(7074, 7125, 1657, 1719)]"
2398,6807,[7162 1266],"[(7156, 7211, 1222, 1286)]"
2399,3588,[7112 1870],"[(7084, 7138, 1831, 1908)]"
2400,7702,[7151  335],"[(7129, 7183, 299, 373)]"
2403,3068,[7124 5143],"[(7097, 7149, 5114, 5173)]"
2404,4959,[7144 1338],"[(7084, 7130, 1333, 1393)]"
2406,16719,[7303 5098],"[(7322, 7377, 5037, 5109)]"
2407,41915,[7488 1693],"[(7254, 7303, 1489, 1557)]"
2409,3200,[7148 4600],"[(7131, 7186, 4576, 4626)]"
2410,35009,[7245 1030],"[(7165, 7220, 1000, 1074)]"
2411,6025,[7187 1628],"[(7157, 7208, 1587, 1660)]"
2413,11283,[7230 1598],"[(7133, 7188, 1541, 1613)]"
2414,4616,[7186 2217],"[(7132, 7180, 2168, 2235)]"
2417,4049,[7205 1292],"[(7202, 7246, 1247, 1311)]"
2418,23192,[7328 1695],"[(7156, 7210, 1646, 1722)]"
2420,41402,[7454 1767],"[(7462, 7516, 1771, 1847)]"
2423,12711,[7288 3748],"[(7291, 7346, 3696, 3773)]"
2426,13201,[7262 2477],"[(7268, 7323, 2427, 2503)]"
2427,5494,[7256  846],"[(7254, 7308, 818, 872), (7257, 7289, 816, 863)]"
2428,2750,[7174 1886],"[(7148, 7198, 1851, 1912)]"
2430,27440,[7421 4969],"[(7458, 7513, 4916, 4991)]"
2431,17619,[7265 3156],"[(7221, 7276, 3114, 3190)]"
2433,22069,[7434 5015],"[(7366, 7421, 4979, 5043)]"
2434,2820,[7209 2084],"[(7182, 7237, 2058, 2112)]"
2435,7917,[7243 4454],"[(7200, 7255, 4422, 4499)]"
2436,21793,[7262 5434],"[(7231, 7286, 5404, 5468)]"
2438,9157,[7300 1368],"[(7244, 7291, 1366, 1433)]"
2440,1982,[7212   71],"[(7195, 7241, 36, 102)]"
2442,5921,[7337 1582],"[(7275, 7323, 1536, 1605)]"
2443,10233,[7395 2370],"[(7408, 7463, 2340, 2417)]"
2445,21776,[7327 1236],"[(7277, 7332, 1244, 1307)]"
2446,18455,[7312 3970],"[(7277, 7332, 3944, 4020)]"
2447,10114,[7309 2295],"[(7311, 7365, 2260, 2334)]"
2448,12577,[7423 4234],"[(7447, 7501, 4208, 4285)]"
2449,18668,[7367 1458],"[(7244, 7298, 1423, 1499)]"
2450,92205,[7535  272],"[(7420, 7474, 131, 205)]"
2451,15076,[7374 1924],"[(7342, 7397, 1885, 1957)]"
2452,11124,[7334 5713],"[(7247, 7302, 5721, 5794)]"
2453,2116,[7233 2356],"[(7206, 7260, 2328, 2387)]"
2454,14635,[7344  755],"[(7346, 7401, 714, 788)]"
2460,1623,[7257 1691],"[(7220, 7264, 1665, 1711)]"
2462,12055,[7299 1952],"[(7256, 7311, 1918, 1995)]"
2463,1963,[7255  606],"[(7232, 7279, 573, 640)]"
2464,5039,[7272 1169],"[(7252, 7307, 1118, 1193)]"
2468,2823,[7345 1614],"[(7362, 7409, 1593, 1655)]"
2469,4607,[7279  773],"[(7252, 7307, 740, 803)]"
2470,11009,[7433 2069],"[(7295, 7345, 2029, 2100)]"
2471,37339,[7675 2027],"[(7737, 7792, 2000, 2075)]"
2472,22542,[7433   60],"[(7406, 7461, 28, 97)]"
2474,28311,[7525 5173],"[(7265, 7320, 5156, 5218)]"
2476,10244,[7434 1642],"[(7475, 7530, 1596, 1664)]"
2477,3255,[7297 2163],"[(7268, 7314, 2116, 2183)]"
2478,13315,[7345 3828],"[(7289, 7342, 3781, 3853)]"
2483,3631,[7323 3536],"[(7278, 7332, 3536, 3606)]"
2484,3031,[7358 6250],"[(7308, 7345, 6255, 6308)]"
2485,10860,[7408  994],"[(7440, 7494, 939, 1013)]"
2489,7930,[7392  268],"[(7414, 7468, 233, 296)]"
2490,30838,[7509 1103],"[(7433, 7487, 1120, 1189)]"
2491,8962,[7467 1895],"[(7510, 7565, 1883, 1946)]"
2492,2977,[7334 2231],"[(7317, 7366, 2211, 2272)]"
2494,25776,[7578 1392],"[(7470, 7524, 1369, 1442)]"
2496,22058,[7403  582],"[(7372, 7426, 539, 607)]"
2497,73661,[7646 5619],"[(7617, 7672, 5574, 5643)]"
2498,13291,[7416 6254],"[(7397, 7451, 6221, 6290)]"
2499,12158,[7404 1755],"[(7336, 7391, 1739, 1816)]"
2500,4538,[7381 1358],"[(7316, 7371, 1318, 1390)]"
2501,2272,[7339 2148],"[(7315, 7363, 2110, 2178)]"
2504,50598,[7497 2836],"[(7505, 7560, 2737, 2813)]"
2505,8163,[7426 1571],"[(7422, 7477, 1539, 1611)]"
2506,2066,[7356 3841],[]
2507,18936,[7534 4437],"[(7559, 7613, 4395, 4458)]"
2508,7095,[7442 5417],"[(7468, 7517, 5358, 5423)]"
2509,13493,[7433 2158],"[(7369, 7423, 2100, 2175)]"
2513,5688,[7385 2214],"[(7363, 7417, 2181, 2257)]"
2514,17386,[7486 5480],"[(7450, 7504, 5444, 5508)]"
2515,34307,[7646 2115],"[(7674, 7729, 2087, 2163)]"
2516,16358,[7409 3634],"[(7360, 7415, 3304, 3378)]"
2518,62142,[7622 1302],"[(7517, 7571, 1256, 1333)]"
2519,3405,[7404 3993],"[(7373, 7427, 3946, 4023)]"
2520,4074,[7533 2698],"[(7584, 7635, 2672, 2741)]"
2521,16343,[7389 3659],"[(7371, 7420, 3686, 3746)]"
2523,18337,[7643 1517],"[(7806, 7860, 1493, 1554)]"
2525,16985,[7619 2660],"[(7438, 7493, 2641, 2700)]"
2526,6938,[7436 2276],"[(7406, 7461, 2245, 2321)]"
2527,3596,[7415 4061],"[(7383, 7437, 4023, 4097)]"
2528,10827,[7512  798],"[(7523, 7578, 759, 823)]"
2530,9632,[7661 5068],"[(7785, 7832, 5052, 5101)]"
2532,9830,[7547 2565],"[(7441, 7482, 2427, 2488)]"
2534,49671,[7632 5967],"[(7596, 7651, 5897, 5961)]"
2536,3251,[7452  431],"[(7421, 7475, 404, 466)]"
2537,10570,[7682 4446],"[(7717, 7772, 4399, 4472)]"
2538,39468,[7676 6226],"[(7526, 7581, 6245, 6308)]"
2539,4382,[7474  901],"[(7458, 7513, 865, 929)]"
2540,5120,[7463 3422],"[(7426, 7481, 3396, 3472)]"
2541,2222,[7448 4564],"[(7420, 7475, 4537, 4589)]"
2543,13048,[7532 4779],"[(7446, 7501, 4782, 4849)]"
2544,4995,[7551 5535],"[(7541, 7591, 5500, 5567)]"
2546,32644,[7636 2387],"[(7515, 7570, 2300, 2377)]"
2547,6744,[7528 5895],"[(7539, 7586, 5827, 5894)]"
2548,22034,[7689 2197],"[(7786, 7840, 2192, 2268)]"
2550,16836,[7549  613],"[(7490, 7545, 593, 668), (7618, 7648, 505, 555)]"
2552,3416,[7472 4065],"[(7443, 7495, 4022, 4084)]"
2553,14545,[7570  919],"[(7513, 7565, 930, 991)]"
2554,3699,[7531 1953],"[(7511, 7559, 1929, 1979)]"
2556,23814,[7544 3950],"[(7509, 7564, 3931, 4003)]"
2557,7477,[7522 4197],"[(7478, 7529, 4130, 4200)]"
2559,3235,[7559 1208],"[(7478, 7529, 1172, 1233)]"
2561,26783,[7747 2295],"[(7786, 7841, 2284, 2361)]"
2562,22398,[7699 2544],"[(7766, 7820, 2548, 2624)]"
2563,40300,[7748 5148],"[(7829, 7884, 5065, 5139)]"
2567,26004,[7639  586],"[(7666, 7720, 554, 618)]"
2568,16499,[7703 2480],"[(7801, 7852, 2499, 2569)]"
2569,8313,[7556 4543],"[(7514, 7569, 4500, 4574)]"
2571,18706,[7601 2559],"[(7549, 7604, 2506, 2582)]"
2573,13290,[7634 4824],"[(7548, 7602, 4794, 4858)]"
2574,13739,[7648 1455],"[(7583, 7638, 1406, 1480)]"
2575,8102,[7574 5702],"[(7565, 7620, 5658, 5733)]"
2578,7587,[7602 1563],"[(7553, 7607, 1534, 1603)]"
2579,3182,[7521 4088],"[(7498, 7545, 4053, 4121)]"
2580,8587,[7622 1008],"[(7524, 7577, 1003, 1075)]"
2581,10791,[7593 4247],"[(7542, 7594, 4155, 4227)]"
2582,4139,[7563 5225],"[(7519, 7574, 5197, 5263)]"
2583,3403,[7551  459],"[(7523, 7578, 428, 489)]"
2585,9329,[7607 1811],"[(7606, 7661, 1748, 1821)]"
2586,10808,[7647 1058],"[(7672, 7727, 998, 1062)]"
2587,27562,[7743 6021],"[(7782, 7836, 5964, 6032)]"
2588,2365,[7557  101],"[(7530, 7581, 73, 134)]"
2589,9213,[7653 2335],"[(7603, 7647, 2284, 2348)]"
2590,3020,[7645 2482],"[(7614, 7649, 2449, 2504)]"
2591,24516,[7719 6185],"[(7752, 7807, 6151, 6225)]"
2592,24937,[7679 3311],"[(7690, 7745, 3241, 3317)]"
2593,2770,[7577 4075],"[(7521, 7557, 4015, 4073)]"
2594,4651,[7568 4127],"[(7540, 7593, 4092, 4166)]"
2595,2475,[7567 3530],"[(7544, 7593, 3498, 3564)]"
2596,47678,[7751  167],"[(7767, 7822, 85, 148)]"
2597,2391,[7565 1184],"[(7532, 7587, 1157, 1213)]"
2598,8736,[7640 4496],"[(7635, 7689, 4464, 4535)]"
2599,6554,[7640 4724],"[(7583, 7629, 4684, 4748)]"
2600,1427,[7552 4581],"[(7527, 7574, 4549, 4615)]"
2602,2958,[7701 1234],[]
2603,13262,[7784 4701],"[(7838, 7893, 4610, 4684)]"
2604,9852,[7688 1579],"[(7660, 7714, 1550, 1623)]"
2608,14492,[7676 2292],"[(7650, 7704, 2254, 2330)]"
2609,7854,[7622   93],"[(7623, 7674, 21, 92)]"
2613,22084,[7723 4994],"[(7765, 7820, 4958, 5021)]"
2614,1925,[7569  232],"[(7545, 7598, 201, 263)]"
2616,12203,[7683 4121],"[(7599, 7654, 4055, 4118)]"
2617,18252,[7756 1073],"[(7812, 7867, 1002, 1076)]"
2619,3203,[7618 4244],"[(7591, 7636, 4212, 4275)]"
2620,22393,[7747 4656],"[(7794, 7849, 4670, 4733)]"
2621,5058,[7695 5065],"[(7715, 7766, 5045, 5084)]"
2622,17821,[7727 1705],"[(7723, 7778, 1667, 1743)]"
2627,15062,[7697 1884],"[(7693, 7747, 1843, 1919)]"
2628,5726,[7718  538],"[(7604, 7636, 495, 547)]"
2629,17809,[7791 4444],"[(7833, 7888, 4363, 4438)]"
2631,2443,[7613 4163],"[(7584, 7632, 4131, 4200)]"
2634,16863,[7657 3949],"[(7625, 7680, 3950, 4026)]"
2635,10296,[7740 1212],"[(7634, 7689, 1168, 1228)]"
2636,8139,[7796 4569],"[(7831, 7885, 4525, 4599)]"
2638,2921,[7624 2768],"[(7595, 7650, 2733, 2809)]"
2640,21812,[7777 1805],"[(7804, 7858, 1731, 1807)]"
2642,8209,[7728 4344],"[(7738, 7793, 4300, 4374)]"
2644,17722,[7771 1158],"[(7763, 7818, 1120, 1196)]"
2646,4541,[7743 4808],"[(7771, 7825, 4772, 4833)]"
2647,42124,[7769  750],"[(7817, 7871, 624, 687)]"
2648,12044,[7745 1616],"[(7709, 7764, 1586, 1662)]"
2649,7675,[7684  110],"[(7637, 7686, 122, 187)]"
2650,6457,[7782 4530],"[(7790, 7839, 4481, 4545)]"
2651,3842,[7706 6298],"[(7685, 7739, 6266, 6324)]"
2653,8170,[7707 4209],"[(7671, 7725, 4170, 4246)]"
2654,5985,[7680 5781],"[(7641, 7696, 5760, 5823)]"
2655,18988,[7824 2746],"[(7828, 7883, 2764, 2840)]"
2656,1924,[7706 4174],"[(7696, 7728, 4150, 4202)]"
2657,7236,[7729 4637],"[(7721, 7776, 4599, 4663)]"
2658,46852,[7784 5336],"[(7718, 7772, 5336, 5410)]"
2659,2413,[7684 5705],"[(7674, 7710, 5665, 5720)]"
2660,3727,[7681 2845],"[(7652, 7697, 2802, 2867)]"
2662,8009,[7715  229],"[(7694, 7749, 201, 264)]"
2663,2890,[7754 4473],"[(7745, 7796, 4450, 4494)]"
2664,19093,[7784 5522],"[(7800, 7854, 5453, 5516)]"
2666,2473,[7703 5710],"[(7679, 7723, 5680, 5743)]"
2668,14235,[7801 1431],"[(7810, 7865, 1396, 1473)]"
2669,41344,[7806 4038],"[(7768, 7823, 4005, 4081)]"
2670,14118,[7801  335],"[(7811, 7866, 300, 363)]"
2671,9423,[7801  987],"[(7807, 7862, 944, 1018)]"
2672,6123,[7830 1105],"[(7832, 7886, 1065, 1137)]"
2674,3847,[7774 4379],"[(7786, 7841, 4352, 4409)]"
2675,10356,[7806  440],"[(7818, 7872, 393, 457)]"
2678,6474,[7836 4207],"[(7842, 7892, 4171, 4242)]"
2679,30120,[7813 3795],"[(7781, 7836, 3744, 3820)]"
2681,3653,[7776   48],"[(7751, 7801, 15, 65)]"
2683,16220,[7823 5685],"[(7806, 7861, 5650, 5725)]"
2684,3664,[7773 4290],"[(7749, 7802, 4255, 4327)]"
2685,7229,[7824  922],"[(7833, 7887, 865, 934)]"
2686,8899,[7813 3078],"[(7733, 7788, 3076, 3148)]"
2687,2056,[7787 4258],"[(7766, 7817, 4224, 4283)]"
2688,9905,[7802  773],"[(7747, 7802, 778, 846)]"
2690,7740,[7832 4871],"[(7819, 7873, 4828, 4880)]"
2692,4681,[7830 5867],"[(7821, 7876, 5840, 5905)]"
2694,4668,[7788 5813],"[(7761, 7815, 5780, 5844)]"
2695,10243,[7841 1647],"[(7816, 7870, 1608, 1684)]"
2696,2943,[7796 6305],"[(7745, 7799, 6271, 6324)]"
2697,3469,[7837 2451],"[(7829, 7873, 2432, 2497)]"
2698,8729,[7831  856],"[(7819, 7874, 815, 878)]"
2699,3190,[7791 5588],"[(7749, 7802, 5567, 5628)]"
2700,2742,[7804 5301],"[(7778, 7832, 5276, 5326)]"
2701,3815,[7826 5754],"[(7808, 7859, 5726, 5776)]"
2702,4006,[7806  760],"[(7765, 7819, 721, 789)]"
2705,1598,[7831 4163],"[(7822, 7858, 4138, 4194)]"
2707,1373,[7831 1565],[]
2713,1126,[7837 1209],"[(7831, 7861, 1192, 1228)]"
2715,5408,[7837 5601],"[(7800, 7853, 5582, 5644)]"
2720,4771,[7844 1911],"[(7832, 7887, 1887, 1955)]"
2721,2012,[7821 3092],"[(7789, 7838, 3064, 3128)]"
2722,3015,[7841 4271],[]
2723,6270,[7854 1852],"[(7827, 7881, 1818, 1895)]"
2727,1677,[7860 4604],"[(7833, 7882, 4579, 4625)]"
2728,2506,[7865 5531],[]
2729,3477,[7862 2181],"[(7837, 7892, 2155, 2228)]"
2732,1834,[7855 3662],"[(7832, 7881, 3631, 3694)]"
2734,2245,[7867 2434],"[(7839, 7890, 2409, 2460), (7843, 7885, 2419, 2472)]"
2735,3564,[7865 3153],"[(7838, 7887, 3113, 3182)]"
2737,2594,[7870 2056],"[(7837, 7892, 2020, 2094)]"
2738,2043,[7871  460],"[(7842, 7893, 431, 488)]"
2741,418,[7867 2578],"[(7847, 7880, 2560, 2598)]"
2742,1929,[7869 4490],"[(7840, 7894, 4462, 4517)]"
2743,2472,[7874 6247],"[(7845, 7896, 6222, 6281)]"
2750,2310,[7874 3101],"[(7847, 7897, 3061, 3133)]"
2759,1502,[7881 2324],"[(7855, 7899, 2291, 2355)]"
2760,873,[7878 2150],"[(7858, 7899, 2130, 2173)]"
2761,886,[7883   72],"[(7861, 7899, 41, 95)]"
2765,461,[7884 4245],"[(7867, 7899, 4227, 4269)]"
2767,554,[7885 5876],"[(7869, 7899, 5850, 5904)]"
